80.82.78.38 - - [13/Nov/2016:00:00:05 +0800] "GET http://www.baidu.com/cache/global/img/gs.gif HTTP/1.1" 404 221
111.192.102.34 - - [13/Nov/2016:09:23:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:09:25:16 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:25:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:26:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:28:16 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:28:47 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:09:30:15 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:30:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:31:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:33:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:33:44 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:09:35:15 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:35:49 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:36:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:38:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:38:43 +0800] "HEAD / HTTP/1.1" 302 -
42.156.139.72 - - [13/Nov/2016:09:39:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1E48781C1033603C9047DB01A26BDDAF HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:39:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=38A1F5F98A2E7F225032DBE42C6D01EC HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:39:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0BEA21EF3BE454D1B38A9DB8821C1E7A HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:39:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FD92BD96110EBC0D72ACBD6ECB979D91 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:39:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=517FD3AE74E72A9B23F18328AD50312E HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:39:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5ADB4D5AC6D88E6B38CFA0A1BA07805D HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:39:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C5331C9CCC8BFAABED1E40F64B5580D1 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:39:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1BB9D03FD65E95468318A59D4E6FC173 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:39:40 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3BB5568C3809E02C322DB5B47ABF7314 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:39:40 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=109B382A9023A77E221D15B13F831474 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:39:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=71B446D115920E0E2A3317AA3CC6142E HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:39:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CDA6F411BEDC3CD68E68413308A3D253 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:39:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=68E51271B4DB04ABC08B267C62FB0332 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:39:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=63CB57A4AFF23D6AEEF49643F4A8BD0B HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:39:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B11F87C31F721A01BE8159683B16AF59 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:39:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AB306612E5DA6EDF6E845E95BB5B8FB9 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:39:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EC7DBEE539E965170E62A58FB6B52CE3 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:39:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=39C952BEA8D1E8E77692C4DC452FE713 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:39:51 +0800] "GET /sxzn/login.action;jsessionid=088AD011ABBA21F115C65D701110EFF3 HTTP/1.1" 200 7449
42.156.138.72 - - [13/Nov/2016:09:39:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E4C53B1A06802251D70074D635F92BE3 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:39:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=11C3A191C2A6916A14A66D02C6C8EFD8 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:39:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A41F84C04F54061E35272DE0CC878C22 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:39:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=82A74D78A6BCD1489F212C5A36F25B0A HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:39:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D63BDBB229D179DBD926CCDEB5DB4E4B HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:39:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D4605BCB8C4CE1E172B621EA06DD5E97 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:39:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=96959EA0EB35BFE3BD4C453838EE55AA HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:39:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4E725EA70031D64705224D6D93964FE7 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:39:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7A39835C0D36EB54F8743CE7CFD92380 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:40:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6E1F2CFBD75D109F0052FB3D4929C067 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:40:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=22B4F1C8AD91DFCD164D528376AAC6CB HTTP/1.1" 200 26368
58.32.44.98 - - [13/Nov/2016:09:40:15 +0800] "HEAD / HTTP/1.1" 302 -
42.156.137.72 - - [13/Nov/2016:09:40:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4D6258A4929F3AEA5B501724C5746F0F HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:40:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2D9AC2AC45A1B142F083237CD133F227 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:40:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4828C65BEC2B97BFD887CF3EA515FD20 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:40:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=262FE3D1FA47C4004E3E22534D05FB20 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:40:30 +0800] "GET /sxzn/foreground/viewMetadata.action?id=3 HTTP/1.1" 200 9396
42.156.138.72 - - [13/Nov/2016:09:40:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5AD2BB6CF58029901530983916D06CB1 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:40:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AF6A625A25D32B52145BE6D055D459F0 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:40:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B487F76A83F32C81745671C9AECC6E4D HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:40:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F94B4E5308907291D507DFDE4C9D524C HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:40:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5C5C5E81B50A84E63443EA96A0868E63 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:40:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3216D18758260B02FF068302C0904B1F HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:40:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2F12363F01064F429B1A17F1CE1D0453 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:40:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=832861AA03CD304AE5DEE00E52BE065B HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:40:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C2E9BFBA2B3B2F75D95EF06E3C9FCF1A HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:40:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=163254704B0B15BD5A660D3D48BBDE87 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:40:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A532553A7A4947F8DA058B07D7874FCC HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:40:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=891B5943BC13794E70C786FEB50AC0C2 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:40:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=06A81393D752DF5C606CF3B1A4837FA1 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:40:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=31A92F83F875BB984CB492BAB7CEC2D0 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:40:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=40040C244066017BA227DF2415A81E3C HTTP/1.1" 200 26368
113.95.12.85 - - [13/Nov/2016:09:40:47 +0800] "HEAD / HTTP/1.1" 302 -
42.156.136.72 - - [13/Nov/2016:09:40:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=73A34CCC4D480120F806E5BDCE5CDF2F HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:40:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=61C25B112FBE56319F730C6D5E983564 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:40:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B6BF0707F4A0EB7627770E65CCAEE37A HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:40:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CC71B164E5252632FDC71AE6937A59A6 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:40:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C25D9EE4A186644CA528D8BC130F2B45 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:40:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=590E5DC8D7A372A67D8C9B2110ACDD25 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:40:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BAFCC47364215BBB15E501F9FF363A94 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:40:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C28152D1A9DF8F4113938FD0BF45F1B4 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:40:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=348E9242814A56E9DF8545D2EEECE3DA HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:40:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=16786539A3881A2DD369861F649EF887 HTTP/1.1" 200 26368
113.95.12.85 - - [13/Nov/2016:09:41:19 +0800] "HEAD / HTTP/1.1" 302 -
42.156.138.72 - - [13/Nov/2016:09:41:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=20255957C7EA2318FC4CE218A1605319 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:41:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3961DEDD9B630AA87FF8F0D92353F609 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:41:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A449D9B0F1B5B0B20B222AA7BC46858F HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:41:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=07A6F4EE8A79CC82BA8BE9E2F92A83CD HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D7F2A91420F2C7699E2FE1D603534C6C HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9B76EE8D726CB0C790A3783DDAC29769 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:41:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EE5E5A091A758F5F171D6C64B96DA0C7 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:41:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=77B10C41866CFAD7A258034486C7E981 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:41:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9427719F379AA695B5435A7146E9D123 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:41:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0470336E7525EE87C71A1546F8FA9E56 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:41:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=634E93D6CF7478CC5FE87C8B820435EA HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:41:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E85E32900385BBF290C68BA2EC095F2A HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:41:30 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8BB651618B6EA025DA8EFD98CCB75496 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C7912C49FE088228B2EF9BA0E6316BBA HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:41:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9F689E1A1FC7C6047DA774DBFCBEC3C2 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8DB19A94231647CD7632D36EF2C1FCD9 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:09:41:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=34E1F5E2ED91E7BC78331738FF06816F HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:41:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9B0F081A3B4237FB1D9467AC67D5DDD3 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:41:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=914ED2E53771A9C5208E3C8052961F74 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:41:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D1432FA82C424888C918A333696A5D7F HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8BA3DB3B944277ACF9268D6DFE0C0CBD HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:41:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AED20D2ECB8EEB33CBF66092CCE030AE HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:41:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A07044ED77DCA6B5A14E0595CAEC946F HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:09:41:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D11C3E1B84378935F7152CC1EE247CFD HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AAABFBDB5CD3EA31FF60B6A9404FEE09 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:09:41:40 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=313860A955E1E793B9CF1F88A76A18BF HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:09:41:40 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E862FB830599A4DE127800D9E4687AC3 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:09:41:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=071A05F80618E74C2C85206B76AFFFC9 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:09:41:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7214D5B773DB5F177F6FEB3354AD783F HTTP/1.1" 200 26368
111.192.102.34 - - [13/Nov/2016:09:43:12 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:43:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:09:45:15 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:45:47 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:46:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:48:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:48:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:09:50:16 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:50:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:51:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:53:14 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:53:44 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:09:55:15 +0800] "HEAD / HTTP/1.1" 302 -
61.185.62.82 - - [13/Nov/2016:09:55:20 +0800] "GET http://www.ifeng.com/ HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:55:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:09:56:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:58:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:09:58:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:10:00:14 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:00:47 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:01:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:03:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:03:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:10:05:15 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:05:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:06:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:08:12 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:08:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:10:10:15 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:10:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:11:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:13:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:13:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:10:15:15 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:15:48 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:16:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:18:12 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:18:43 +0800] "HEAD / HTTP/1.1" 302 -
42.156.139.72 - - [13/Nov/2016:10:18:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FDE1B3DE9BF71D5F97CAE2EB848080E8 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:10:18:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=06F74F870A369F6AD6D7AF7286F52EAC HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:10:18:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=004DBF5E2FFB3AE237726A34FB3D9CC6 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:10:18:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2961F71BA8C13D8D5356629BE94896E7 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:10:18:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D6A25533FC425682B60A11CFEF2A5B55 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:10:18:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=905D861086507CD11736F6B3D2A86A48 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:10:18:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=989FD2D97060166E9F336F9A13B70D36 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:10:18:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=208320545CD77228B8AEC37E904C3F56 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:10:18:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6076E552D4F453B181F51905C38B5ACF HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:10:18:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BE8824121C4AFFB3F9C390FFBA49C532 HTTP/1.1" 200 26368
113.95.12.85 - - [13/Nov/2016:10:19:41 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:10:20:11 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:10:20:14 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:23:13 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:10:23:44 +0800] "HEAD / HTTP/1.1" 302 -
42.156.139.72 - - [13/Nov/2016:10:23:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F7F39796F692484A99B521ABF59900A4 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:10:23:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=505E18737D6AB56F93481E4F51D68EE7 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:10:23:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B0B0E144601F09A186B80F9ACD13443D HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:10:23:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=191068D797BC25A87281035B27286AFF HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:10:23:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FC11E61D64B88EFB2D16B5302DC9EBE8 HTTP/1.1" 200 26368
42.120.160.72 - - [13/Nov/2016:10:23:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CD5056A7F18AA2FE047593F7CFC239B2 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:10:23:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BA6BBBE4999439EA32789FE81C750504 HTTP/1.1" 200 26368
42.120.161.72 - - [13/Nov/2016:10:23:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E63FFDA0064F8DF1BE561FDE7FC62456 HTTP/1.1" 200 26368
42.156.139.72 - - [13/Nov/2016:10:23:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4112C7E6B9A9B89154999C6E933AA9B1 HTTP/1.1" 200 26368
42.156.138.72 - - [13/Nov/2016:10:23:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=39DCD59BE26C98A8B7A22148975BE4E5 HTTP/1.1" 200 26368
113.95.12.85 - - [13/Nov/2016:10:24:32 +0800] "HEAD / HTTP/1.1" 302 -
42.120.160.72 - - [13/Nov/2016:10:24:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6D430236EDC1395916058F0F5E0131C9 HTTP/1.1" 200 26368
42.156.137.72 - - [13/Nov/2016:10:24:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DB56E7322396AEB21CDC47931A6579F4 HTTP/1.1" 200 26368
42.156.136.72 - - [13/Nov/2016:10:24:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D2157489EF33A14FBEFEED3AF5F63C23 HTTP/1.1" 200 26368
