113.140.84.108 - - [10/Dec/2014:00:00:23 +0800] "GET /sxzn/sxzn-userGuide.doc HTTP/1.1" 200 2013696
42.156.137.37 - - [10/Dec/2014:10:31:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A2449954FDE8297F53A65210FA5F4849?d-49747-p=11 HTTP/1.1" 200 24242
42.120.161.37 - - [10/Dec/2014:10:31:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6ED698DDF87AF7F19BDD006E1ABD0940?d-49747-p=11 HTTP/1.1" 200 24242
42.156.136.37 - - [10/Dec/2014:10:31:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AAB37D8625C7AAAC0EB78AA49FE12D91?d-49747-p=6 HTTP/1.1" 200 25133
42.156.138.37 - - [10/Dec/2014:10:31:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9F5BB33C7FC93D76F3808D99761C441E?d-49747-p=3 HTTP/1.1" 200 23825
42.156.139.37 - - [10/Dec/2014:10:31:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ED8FD7BA8013C4AEABCE6A41CDBEDA70?d-49747-p=11 HTTP/1.1" 200 24242
42.120.160.37 - - [10/Dec/2014:10:31:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=46F8639D21CCAB11C3F70BB4DDD17B41?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.37 - - [10/Dec/2014:10:31:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3FA08481DF24C5C0B0A76F20B8E2C428?d-49747-p=3 HTTP/1.1" 200 23825
42.120.161.37 - - [10/Dec/2014:10:31:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=46F8639D21CCAB11C3F70BB4DDD17B41?d-49747-p=3 HTTP/1.1" 200 23825
42.156.136.37 - - [10/Dec/2014:10:31:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2E29044E025A9AF940DE9FF1469A9DCF?d-49747-p=3 HTTP/1.1" 200 23825
42.156.138.37 - - [10/Dec/2014:10:31:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7CD58947F2CBF3B7DBC684229821FE3E?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.37 - - [10/Dec/2014:10:32:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7E78377D2226F1A7197F36060ABB7CF1?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.37 - - [10/Dec/2014:10:32:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=46F8639D21CCAB11C3F70BB4DDD17B41?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.37 - - [10/Dec/2014:10:32:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=45CA57549F97E59E92B6CE3130F0D41F?d-49747-p=4 HTTP/1.1" 200 25533
42.156.136.37 - - [10/Dec/2014:10:32:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1721CC3BE95F4FF61B5ABFDB38C61292?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.37 - - [10/Dec/2014:10:32:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=97E59222389D9E443673F4A9E384FF2C?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.37 - - [10/Dec/2014:10:32:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=23A990C1A5A31E2558932336F3A31F83?d-49747-p=3 HTTP/1.1" 200 23825
42.120.160.37 - - [10/Dec/2014:10:32:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EB8FAEC3EF9E77A653423F5C96B2D953?d-49747-p=3 HTTP/1.1" 200 23825
42.156.137.37 - - [10/Dec/2014:10:32:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3390AE76B2186917358E49E240D182F9?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.37 - - [10/Dec/2014:10:32:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9BC5DCA0869E87BAA7B0D3402F538A12?d-49747-p=8 HTTP/1.1" 200 24314
42.156.136.37 - - [10/Dec/2014:10:32:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=45CA57549F97E59E92B6CE3130F0D41F?d-49747-p=3 HTTP/1.1" 200 23825
42.156.138.37 - - [10/Dec/2014:10:32:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B14A745D06AEA09A4A4A0BA3CC306F5B?d-49747-p=11 HTTP/1.1" 200 24242
42.156.136.37 - - [10/Dec/2014:10:32:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=190372A5D6DF63B280A60583DCCD21E0?d-49747-p=11 HTTP/1.1" 200 24242
42.156.139.37 - - [10/Dec/2014:10:32:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=55EFFC63A46B413195CFABB9FE7B1A59?d-49747-p=7 HTTP/1.1" 200 24992
42.156.138.37 - - [10/Dec/2014:10:32:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=02862FF4D431D6681A95719776E302BF?d-49747-p=9 HTTP/1.1" 200 25828
42.120.160.37 - - [10/Dec/2014:10:32:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=377EDE8A8CBAE45D5361D7CD4D862654?d-49747-p=11 HTTP/1.1" 200 24242
42.156.137.37 - - [10/Dec/2014:10:32:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7927B0B500241CE554BE56D1BDC8BBC7?d-49747-p=11 HTTP/1.1" 200 24242
42.120.161.37 - - [10/Dec/2014:10:32:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C920EA53E44BE5E339E791C2101B036F?d-49747-p=5 HTTP/1.1" 200 25741
42.156.138.37 - - [10/Dec/2014:10:32:11 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5AE5B96B33208293168A7791691A712E?d-49747-p=11 HTTP/1.1" 200 24242
42.156.139.37 - - [10/Dec/2014:10:32:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=85419DEF88A4FE2682EC4EF3DF85DA7A?d-49747-p=9 HTTP/1.1" 200 25828
42.156.137.37 - - [10/Dec/2014:10:32:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=45819DD3DCF7B418DCB7F6926E548ED9?d-49747-p=4 HTTP/1.1" 200 25533
42.156.136.37 - - [10/Dec/2014:10:32:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2E4A6C0967FE34B927B5691AFE935B13?d-49747-p=4 HTTP/1.1" 200 25533
42.156.139.37 - - [10/Dec/2014:10:32:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=489E4FB094B42AFAF29BB453D3E8BEF0?d-49747-p=5 HTTP/1.1" 200 25741
42.156.138.37 - - [10/Dec/2014:10:32:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6902519394C4A0D2B9FDB97278A82FE3?d-49747-p=9 HTTP/1.1" 200 25828
42.156.137.37 - - [10/Dec/2014:10:32:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EAD64C4ABAA695EDBCF53B617C39DB6E?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.37 - - [10/Dec/2014:10:32:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D05DE591F0B5F42C6ECE47EE7AC7607F?d-49747-p=7 HTTP/1.1" 200 24992
42.156.138.37 - - [10/Dec/2014:10:32:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E4617F4D655F745D2221A9BB37F70C60?d-49747-p=7 HTTP/1.1" 200 24992
42.120.160.37 - - [10/Dec/2014:10:32:16 +0800] "GET /sxzn/index.action;jsessionid=06A6EADBB73279A75D30AA2CE438CCE2 HTTP/1.1" 200 18585
42.156.137.37 - - [10/Dec/2014:10:32:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D3B2993F328D240DDC178618EC15EBEC?d-49747-p=4 HTTP/1.1" 200 25533
42.156.136.37 - - [10/Dec/2014:10:32:17 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=212 HTTP/1.1" 302 -
42.156.136.37 - - [10/Dec/2014:10:32:18 +0800] "GET /sxzn/login.action;jsessionid=C428B7BDE69365736B20A3FBB1D77805 HTTP/1.1" 200 7451
42.156.138.37 - - [10/Dec/2014:10:32:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2E29044E025A9AF940DE9FF1469A9DCF?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.37 - - [10/Dec/2014:10:32:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=78B73BD91F9FE6F1DE24EAF7AA9A89EC?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.37 - - [10/Dec/2014:10:32:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=83F9712A8DF24E149D06BD313757EDAD?d-49747-p=8 HTTP/1.1" 200 24314
42.156.138.37 - - [10/Dec/2014:10:32:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BBC400CD7F59316E7DA2636BC1DE55F3?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.37 - - [10/Dec/2014:10:32:21 +0800] "GET /zszx/map/standard/index_2_2.htm HTTP/1.1" 200 87426
42.156.139.37 - - [10/Dec/2014:10:32:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2E29044E025A9AF940DE9FF1469A9DCF?d-49747-p=11 HTTP/1.1" 200 24242
42.156.137.37 - - [10/Dec/2014:10:32:21 +0800] "GET /sxzn/foreground/viewMetadata.action?id=22 HTTP/1.1" 200 9257
42.120.161.37 - - [10/Dec/2014:10:32:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=377EDE8A8CBAE45D5361D7CD4D862654?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.37 - - [10/Dec/2014:10:32:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C920EA53E44BE5E339E791C2101B036F?d-49747-p=11 HTTP/1.1" 200 24242
42.156.139.37 - - [10/Dec/2014:10:32:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4397CFD2B4D162B2BBFD0FD23FBADE35?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.37 - - [10/Dec/2014:10:32:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EB8FAEC3EF9E77A653423F5C96B2D953?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.37 - - [10/Dec/2014:10:32:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5A17CC17A2E358DDA0C6152DBC9A86C9?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.37 - - [10/Dec/2014:10:32:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6484AB904719B98AFD70FF9C05FE12A0?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.37 - - [10/Dec/2014:10:32:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5F09A0F73FA85167D6E9C1485C13D96C?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.37 - - [10/Dec/2014:10:32:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=93A6896B9048250A65A7629A50EA8F4F?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.37 - - [10/Dec/2014:10:32:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ADC0DAE0D6866376A7B227D256343F5C?d-49747-p=2 HTTP/1.1" 200 25416
42.120.161.37 - - [10/Dec/2014:10:32:27 +0800] "GET /sxzn/viewMetadata.action?id=88 HTTP/1.1" 200 9334
42.156.136.37 - - [10/Dec/2014:10:32:27 +0800] "GET /zszx/sdb2-tx.htm HTTP/1.1" 200 34499
42.156.138.37 - - [10/Dec/2014:10:32:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3FA08481DF24C5C0B0A76F20B8E2C428?d-49747-p=4 HTTP/1.1" 200 25533
42.156.139.37 - - [10/Dec/2014:10:32:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6FD1A77D3FB9D80903BD709B2739BC4C?d-49747-p=3 HTTP/1.1" 200 23825
42.120.160.37 - - [10/Dec/2014:10:32:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6F3135AD0BBC2C960E9581F157DC3B36?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.37 - - [10/Dec/2014:10:32:30 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=981BE25C38C1DA21343C765B8F7FC2F2?d-49747-p=6 HTTP/1.1" 200 25133
42.120.161.37 - - [10/Dec/2014:10:32:30 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=46A391B070E2E0A2A8B9D8C407144DB0?d-49747-p=2 HTTP/1.1" 200 25416
42.156.136.37 - - [10/Dec/2014:10:32:30 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ADC0DAE0D6866376A7B227D256343F5C?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.37 - - [10/Dec/2014:10:32:30 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1BB313A9B2A597E6EF7794EDEA159C38?d-49747-p=4 HTTP/1.1" 200 25533
42.156.139.37 - - [10/Dec/2014:10:32:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5739E3FD7189A5A39DECA3BC5FC46B0F?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.37 - - [10/Dec/2014:10:32:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ED9459B1A5AB76AB6FD7D59F770CFA4D?d-49747-p=3 HTTP/1.1" 200 23825
42.120.160.37 - - [10/Dec/2014:10:32:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B9E0C987C689D9EE9F0314ED4B25E35A?d-49747-p=6 HTTP/1.1" 200 25133
42.120.161.37 - - [10/Dec/2014:10:32:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5D7C793E776738C647668C90BE307E71?d-49747-p=9 HTTP/1.1" 200 25828
42.156.136.37 - - [10/Dec/2014:10:32:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=42EEA83E1ACDF5B9254176EC6FE1BC7F?d-49747-p=11 HTTP/1.1" 200 24242
42.156.139.37 - - [10/Dec/2014:10:32:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F6A102B6708ADE7AF7A15D5A274E996B?d-49747-p=10 HTTP/1.1" 200 24798
42.156.138.37 - - [10/Dec/2014:10:32:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5C263D0D5DE686886B5FDE9A199A37FC?d-49747-p=11 HTTP/1.1" 200 24242
42.120.160.37 - - [10/Dec/2014:10:32:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6125F9DC40457D895AF89048329C54C1?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.37 - - [10/Dec/2014:10:32:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C9BD35A791D87550272C515D0B735316?d-49747-p=10 HTTP/1.1" 200 24798
42.120.161.37 - - [10/Dec/2014:10:32:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=27D05578C0717D61F02C4692F85CEE03?d-49747-p=8 HTTP/1.1" 200 24314
42.156.136.37 - - [10/Dec/2014:10:32:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=696561D8B6DB8EF6E9493117DC5C2DB1?d-49747-p=3 HTTP/1.1" 200 23825
42.156.138.37 - - [10/Dec/2014:10:32:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=63A584CF4ABDB992E380724B7E09D8A9?d-49747-p=11 HTTP/1.1" 200 24242
42.156.139.37 - - [10/Dec/2014:10:32:38 +0800] "GET /sxzn/viewMetadata.action?id=184 HTTP/1.1" 200 8949
42.120.160.37 - - [10/Dec/2014:10:32:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5D7C793E776738C647668C90BE307E71?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.37 - - [10/Dec/2014:10:32:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=981BE25C38C1DA21343C765B8F7FC2F2?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.37 - - [10/Dec/2014:10:32:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=190372A5D6DF63B280A60583DCCD21E0?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.37 - - [10/Dec/2014:10:32:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=14379E3534B6AF6D0BD6CC3F28FE9A8C?d-49747-p=8 HTTP/1.1" 200 24314
42.120.160.37 - - [10/Dec/2014:10:32:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5B97491F3D1083EDBF2E8577D69CCAD6?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.37 - - [10/Dec/2014:10:32:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C6EAF5B85272A61915F9654D0B897F20?d-49747-p=11 HTTP/1.1" 200 24242
58.246.94.182 - - [10/Dec/2014:10:32:50 +0800] "GET /zszx/map/photo/90huangtu/pm.bmp HTTP/1.1" 200 867098
42.120.161.37 - - [10/Dec/2014:10:32:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B9E0C987C689D9EE9F0314ED4B25E35A?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.37 - - [10/Dec/2014:10:33:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C80C416B223C4B17B9CE60188B63FE2C?d-49747-p=7 HTTP/1.1" 200 24992
42.156.138.37 - - [10/Dec/2014:10:33:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D63D777FAAD4B1CDCFD413F9D2C472F4?d-49747-p=9 HTTP/1.1" 200 25828
61.149.81.22 - - [10/Dec/2014:10:33:45 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:33:45 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:10:34:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:10:34:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.75 - - [10/Dec/2014:10:35:39 +0800] "GET / HTTP/1.1" 302 -
220.181.108.170 - - [10/Dec/2014:10:35:41 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:38:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:38:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:10:39:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:10:39:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.91 - - [10/Dec/2014:10:40:38 +0800] "GET /robots.txt HTTP/1.1" 200 68
61.149.81.22 - - [10/Dec/2014:10:43:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:43:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:10:44:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:10:44:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [10/Dec/2014:10:48:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:48:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
207.46.13.84 - - [10/Dec/2014:10:49:05 +0800] "GET /sxzn/viewMetadata.action?id=189 HTTP/1.1" 200 9133
61.149.37.106 - - [10/Dec/2014:10:49:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:10:49:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
117.156.3.55 - - [10/Dec/2014:10:51:03 +0800] "GET /favicon.ico HTTP/1.1" 404 988
66.249.79.99 - - [10/Dec/2014:10:52:24 +0800] "GET /stat/stat_txt_12.htm HTTP/1.1" 404 218
216.99.158.83 - - [10/Dec/2014:10:52:27 +0800] "POST / HTTP/1.1" 302 -
216.99.158.83 - - [10/Dec/2014:10:52:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
218.205.17.150 - - [10/Dec/2014:10:52:41 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 5229576
218.205.17.200 - - [10/Dec/2014:10:52:41 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 4239312
218.205.17.136 - - [10/Dec/2014:10:52:41 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 5115000
218.205.17.208 - - [10/Dec/2014:10:52:41 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 4550304
157.55.39.43 - - [10/Dec/2014:10:53:16 +0800] "GET / HTTP/1.1" 302 -
157.55.39.43 - - [10/Dec/2014:10:53:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [10/Dec/2014:10:53:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:53:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:10:54:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:10:54:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
68.180.228.88 - - [10/Dec/2014:10:56:28 +0800] "GET /list/doSearch.jsp?type=bg HTTP/1.1" 302 -
68.180.228.88 - - [10/Dec/2014:10:56:29 +0800] "GET /list/listDataSets.jsp HTTP/1.1" 200 2091
61.149.81.22 - - [10/Dec/2014:10:58:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:10:58:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:10:59:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:10:59:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.12.161 - - [10/Dec/2014:11:02:06 +0800] "GET / HTTP/1.1" 302 -
61.149.12.161 - - [10/Dec/2014:11:02:06 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [10/Dec/2014:11:03:47 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:11:03:47 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:11:04:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:11:04:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
171.126.183.25 - - [10/Dec/2014:11:07:26 +0800] "GET / HTTP/1.1" 302 -
171.126.183.25 - - [10/Dec/2014:11:07:26 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1316
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
171.126.183.25 - - [10/Dec/2014:11:07:27 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [10/Dec/2014:11:08:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:11:08:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:11:09:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:11:09:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
60.164.218.213 - - [10/Dec/2014:11:10:50 +0800] "GET /zszx/map/photo/90huangtu/pm.bmp HTTP/1.1" 200 270072
61.149.81.22 - - [10/Dec/2014:11:13:54 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:11:13:54 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
219.238.3.194 - - [10/Dec/2014:11:14:01 +0800] "GET /zszx/map/photo/90huangtu/pm.bmp HTTP/1.1" 200 867098
61.149.37.106 - - [10/Dec/2014:11:14:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:11:14:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [10/Dec/2014:11:18:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:11:18:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:11:19:13 +0800] "GET / HTTP/1.1" 302 -
61.149.37.106 - - [10/Dec/2014:11:19:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
219.238.3.194 - - [10/Dec/2014:11:20:15 +0800] "GET /zszx/map/photo/cw/pm.bmp HTTP/1.1" 200 867098
219.238.3.194 - - [10/Dec/2014:11:21:05 +0800] "GET /zszx/map/photo/as-xian/land_resource.bmp HTTP/1.1" 200 867098
222.161.201.136 - - [10/Dec/2014:11:21:32 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 32736
222.161.201.136 - - [10/Dec/2014:11:21:32 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 32736
222.161.201.136 - - [10/Dec/2014:11:21:32 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 1620432
222.161.201.136 - - [10/Dec/2014:11:21:32 +0800] "GET /wwwlogs/access.log HTTP/1.1" 200 1604064
61.149.81.22 - - [10/Dec/2014:11:24:05 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Dec/2014:11:24:06 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.37.106 - - [10/Dec/2014:11:24:13 +0800] "GET / HTTP/1.1" 302 -
