111.206.71.73 - - [01/Apr/2015:00:02:09 +0800] "GET /tlp/user/images/riverintro2.gif HTTP/1.1" 404 229
125.67.7.12 - - [01/Apr/2015:10:16:33 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:10:17:13 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:17:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.104 - - [01/Apr/2015:10:17:35 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
219.145.104.203 - - [01/Apr/2015:10:17:44 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.140.84.104 - - [01/Apr/2015:10:18:51 +0800] "GET /zszx/map/photo/cgzai/slop.bmp HTTP/1.1" 200 867098
66.249.67.108 - - [01/Apr/2015:10:18:55 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 304 -
113.140.84.104 - - [01/Apr/2015:10:18:55 +0800] "GET /zszx/map/photo/90huangtu/geom.bmp HTTP/1.1" 200 867098
113.140.84.104 - - [01/Apr/2015:10:18:55 +0800] "GET /zszx/map/photo/as-xian/land_resource.bmp HTTP/1.1" 200 867098
113.140.84.104 - - [01/Apr/2015:10:18:56 +0800] "GET /zszx/map/photo/cw/pm.bmp HTTP/1.1" 200 867098
113.140.84.104 - - [01/Apr/2015:10:18:56 +0800] "GET /zszx/map/photo/cgzai/djn.bmp HTTP/1.1" 200 867098
113.140.84.104 - - [01/Apr/2015:10:18:56 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 200 867098
113.140.84.104 - - [01/Apr/2015:10:18:57 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 867098
113.140.84.104 - - [01/Apr/2015:10:18:57 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:10:19:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:19:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.133.219.222 - - [01/Apr/2015:10:21:38 +0800] "GET /zszx/map/photo/50huangtu/xlpjt.bmp HTTP/1.1" 200 147312
61.149.81.22 - - [01/Apr/2015:10:22:10 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:22:10 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:10:24:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:24:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
136.243.36.92 - - [01/Apr/2015:10:26:14 +0800] "GET /robots.txt HTTP/1.1" 200 68
136.243.36.92 - - [01/Apr/2015:10:26:15 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:27:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:27:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.114 - - [01/Apr/2015:10:29:17 +0800] "GET / HTTP/1.1" 302 -
220.181.108.80 - - [01/Apr/2015:10:29:26 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:29:39 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:29:39 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [01/Apr/2015:10:29:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:29:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.84 - - [01/Apr/2015:10:29:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
220.181.108.108 - - [01/Apr/2015:10:30:16 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:10:32:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:32:10 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
59.48.247.122 - - [01/Apr/2015:10:32:37 +0800] "GET /zszx/map/photo/cw/veg.bmp HTTP/1.1" 200 867098
218.30.103.42 - - [01/Apr/2015:10:33:43 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:33:53 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:34:09 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:34:11 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:34:43 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 304 -
61.149.81.22 - - [01/Apr/2015:10:34:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:34:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
210.77.69.227 - - [01/Apr/2015:10:34:44 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:34:45 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:35:10 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:35:11 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:35:13 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:36:02 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:36:04 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:36:05 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 304 -
61.149.81.22 - - [01/Apr/2015:10:37:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:37:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
210.77.69.227 - - [01/Apr/2015:10:37:11 +0800] "GET /zszx/map/photo/50huangtu/stbct.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:37:12 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:37:12 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:37:20 +0800] "GET /zszx/map/photo/as-xian/land_resource.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:37:36 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:37:36 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:37:40 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 304 -
124.88.27.25 - - [01/Apr/2015:10:38:27 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
210.77.69.227 - - [01/Apr/2015:10:38:38 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:38:39 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:38:40 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 304 -
68.180.228.88 - - [01/Apr/2015:10:39:00 +0800] "GET /robots.txt HTTP/1.1" 200 68
68.180.228.88 - - [01/Apr/2015:10:39:01 +0800] "GET /sxzn/foreground/browseMetadata.action HTTP/1.1" 200 26368
210.77.69.227 - - [01/Apr/2015:10:39:12 +0800] "GET /zszx/map/photo/50huangtu/stbct.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:39:12 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 304 -
210.77.69.227 - - [01/Apr/2015:10:39:12 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 304 -
61.149.81.22 - - [01/Apr/2015:10:39:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:39:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
14.17.29.85 - - [01/Apr/2015:10:40:11 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [01/Apr/2015:10:42:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:42:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
222.169.13.238 - - [01/Apr/2015:10:44:12 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
218.195.112.233 - - [01/Apr/2015:10:44:15 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:10:44:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:44:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.57.190.150 - - [01/Apr/2015:10:45:06 +0800] "GET / HTTP/1.1" 302 -
113.57.190.150 - - [01/Apr/2015:10:45:06 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
60.8.153.227 - - [01/Apr/2015:10:46:48 +0800] "GET /zszx/map/photo/90huangtu/pm.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:10:47:12 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:47:12 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
60.8.153.227 - - [01/Apr/2015:10:46:47 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
60.8.153.227 - - [01/Apr/2015:10:47:02 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 867098
60.8.153.227 - - [01/Apr/2015:10:47:04 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
180.76.4.178 - - [01/Apr/2015:10:48:14 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:49:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:49:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
223.86.175.254 - - [01/Apr/2015:10:49:34 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:10:52:10 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:52:10 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:10:54:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:54:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
210.73.20.122 - - [01/Apr/2015:10:57:02 +0800] "GET /zszx/map/photo/yixian/dem.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:10:57:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:57:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.67.100 - - [01/Apr/2015:10:58:42 +0800] "GET /sxzn/css/metadata.css HTTP/1.1" 200 945
61.178.69.101 - - [01/Apr/2015:10:59:11 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 867098
61.178.69.101 - - [01/Apr/2015:10:59:13 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:10:59:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:10:59:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
58.242.177.3 - - [01/Apr/2015:11:00:53 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
111.40.66.230 - - [01/Apr/2015:11:01:35 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 867098
111.40.66.230 - - [01/Apr/2015:11:01:36 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:11:02:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:02:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.40.66.230 - - [01/Apr/2015:11:04:14 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
111.40.66.230 - - [01/Apr/2015:11:04:26 +0800] "GET /zszx/map/photo/90huangtu/pm.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:11:04:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:04:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.67.108 - - [01/Apr/2015:11:04:47 +0800] "GET /sxzn/viewMetadata.action?id=187 HTTP/1.1" 200 9021
61.149.81.22 - - [01/Apr/2015:11:07:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:07:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
59.38.70.16 - - [01/Apr/2015:11:08:34 +0800] "GET /zszx/start_ks/video/video1/AVSEQ04.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:08:35 +0800] "GET /zszx/start_ks/video/video1/AVSEQ04.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:08:35 +0800] "GET /zszx/start_ks/video/video1/AVSEQ04.mpg HTTP/1.1" 404 1069
210.77.69.60 - - [01/Apr/2015:11:09:08 +0800] "OPTIONS * HTTP/1.1" 200 -
59.38.70.16 - - [01/Apr/2015:11:09:09 +0800] "GET /zszx/start_ks/video/video1/AVSEQ02.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:09:09 +0800] "GET /zszx/start_ks/video/video1/AVSEQ02.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:09:09 +0800] "GET /zszx/start_ks/video/video1/AVSEQ02.mpg HTTP/1.1" 404 1069
61.149.81.22 - - [01/Apr/2015:11:09:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:09:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
59.38.70.16 - - [01/Apr/2015:11:10:04 +0800] "GET /zszx/start_ks/video/video1/AVSEQ01.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:10:04 +0800] "GET /zszx/start_ks/video/video1/AVSEQ01.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:10:04 +0800] "GET /zszx/start_ks/video/video1/AVSEQ01.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:10:04 +0800] "GET /zszx/start_ks/video/video1/AVSEQ01.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:10:04 +0800] "GET /zszx/start_ks/video/video1/AVSEQ01.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:10:04 +0800] "GET /zszx/start_ks/video/video1/AVSEQ01.mpg HTTP/1.1" 404 1069
1.85.21.252 - - [01/Apr/2015:11:10:36 +0800] "GET /zszx/handbook/notes.docs/image001.gif HTTP/1.1" 200 103
1.85.21.252 - - [01/Apr/2015:11:10:36 +0800] "GET /zszx/handbook/handbook2.htm HTTP/1.1" 200 228934
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image003.jpg HTTP/1.1" 200 13755
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image007.jpg HTTP/1.1" 200 40655
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image015.gif HTTP/1.1" 200 73
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image005.jpg HTTP/1.1" 200 26777
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image014.gif HTTP/1.1" 200 3559
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image013.jpg HTTP/1.1" 200 9969
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image011.gif HTTP/1.1" 200 20706
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image009.jpg HTTP/1.1" 200 31144
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image018.jpg HTTP/1.1" 200 26605
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image024.jpg HTTP/1.1" 200 27461
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image020.jpg HTTP/1.1" 200 33068
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image016.jpg HTTP/1.1" 200 28443
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image022.jpg HTTP/1.1" 200 27894
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image034.jpg HTTP/1.1" 200 5669
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image026.jpg HTTP/1.1" 200 25053
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image032.jpg HTTP/1.1" 200 11699
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image036.jpg HTTP/1.1" 200 31688
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image028.jpg HTTP/1.1" 200 39162
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image030.jpg HTTP/1.1" 200 36043
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image040.jpg HTTP/1.1" 200 5676
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image045.gif HTTP/1.1" 200 73
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image038.jpg HTTP/1.1" 200 11816
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image048.gif HTTP/1.1" 200 73
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image047.gif HTTP/1.1" 200 18951
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image044.gif HTTP/1.1" 200 15480
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image042.jpg HTTP/1.1" 200 34941
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image050.jpg HTTP/1.1" 200 31061
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image052.jpg HTTP/1.1" 200 9991
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image054.jpg HTTP/1.1" 200 9766
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image056.jpg HTTP/1.1" 200 21623
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image064.jpg HTTP/1.1" 200 5791
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image058.jpg HTTP/1.1" 200 13015
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image060.jpg HTTP/1.1" 200 11759
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image070.jpg HTTP/1.1" 200 5925
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image062.jpg HTTP/1.1" 200 8821
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image072.jpg HTTP/1.1" 200 6759
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image066.jpg HTTP/1.1" 200 32516
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image068.jpg HTTP/1.1" 200 13115
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image074.jpg HTTP/1.1" 200 10272
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image076.jpg HTTP/1.1" 200 12758
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image078.jpg HTTP/1.1" 200 16764
1.85.21.252 - - [01/Apr/2015:11:10:38 +0800] "GET /zszx/handbook/notes.docs/image086.jpg HTTP/1.1" 200 3941
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image080.jpg HTTP/1.1" 200 12128
1.85.21.252 - - [01/Apr/2015:11:10:37 +0800] "GET /zszx/handbook/notes.docs/image082.jpg HTTP/1.1" 200 11787
1.85.21.252 - - [01/Apr/2015:11:10:38 +0800] "GET /zszx/handbook/notes.docs/image088.jpg HTTP/1.1" 200 3970
1.85.21.252 - - [01/Apr/2015:11:10:38 +0800] "GET /zszx/handbook/notes.docs/image084.jpg HTTP/1.1" 200 23161
1.85.21.252 - - [01/Apr/2015:11:10:38 +0800] "GET /zszx/handbook/notes.docs/image090.jpg HTTP/1.1" 200 27541
1.85.21.252 - - [01/Apr/2015:11:10:38 +0800] "GET /zszx/handbook/notes.docs/image092.jpg HTTP/1.1" 200 22537
1.85.21.252 - - [01/Apr/2015:11:10:38 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.140.84.107 - - [01/Apr/2015:11:10:46 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.140.84.107 - - [01/Apr/2015:11:10:48 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:11:12:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:12:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
59.38.70.16 - - [01/Apr/2015:11:12:46 +0800] "GET /zszx/start_ks/video/video2/AVSEQ02.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:12:46 +0800] "GET /zszx/start_ks/video/video2/AVSEQ02.mpg HTTP/1.1" 404 1069
59.38.70.16 - - [01/Apr/2015:11:12:46 +0800] "GET /zszx/start_ks/video/video2/AVSEQ02.mpg HTTP/1.1" 404 1069
66.249.67.108 - - [01/Apr/2015:11:13:21 +0800] "GET /zszx/map/photo/90huangtu/geom.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:11:14:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:14:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET / HTTP/1.1" 302 -
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1262
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
113.140.84.106 - - [01/Apr/2015:11:17:11 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:11:17:13 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:17:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:11:19:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:19:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:11:22:10 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:22:10 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:11:24:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:24:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:11:27:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:11:27:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
202.112.90.75 - - [01/Apr/2015:11:27:30 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
